date,ridge_all,ridge_pca,ridge_sel,xgb_all,xgb_pca,xgb_sel,market
2019-01-31,0.002465512026337897,0.0038369887616418064,0.004576531460972698,0.00021461776880700434,-0.003472572804878453,0.0009532403143936046,0.017172290114877618
2019-02-28,0.0061572855248150215,0.004375323335054325,0.0059985344548819115,0.004515236274444322,0.005017808113092306,0.00366940898247963,0.0004921695362868396
2019-03-31,0.004392192402361269,0.0019906095047434458,0.006234522936165074,0.00863326805536396,0.007100850359198309,0.010868587866550077,0.013558326448462901
2019-04-30,0.01446495167921303,0.012239289644537027,0.01351594040745785,0.015453084415571014,0.005699953478315021,0.018828077345611885,-0.04999026346299809
2019-05-31,0.010302405271752607,0.00949615268661263,0.011955818944338148,0.011884332955254921,0.009345439076495893,0.011410749398121832,0.0348559151898752
2019-06-30,0.018988510357292092,0.01439200088443651,0.01803004023433657,0.00817142330976894,0.010751783940272142,0.005462085712570074,-0.02830904885964608
2019-07-31,0.013494728744808253,0.0157182608253674,0.010210443599406163,0.006902137846659352,0.01573233071459801,0.000950630304249276,-0.0427673405747905
2019-08-31,0.0014264601530856213,-0.003932557269422558,0.0011230851414662487,0.002682370517945707,-0.002662130131100194,0.0002787637496670589,0.02679699515507579
2019-09-30,0.007861385082384147,0.010728779595337927,0.006081889259567451,0.0012657386724599243,0.011175966413182508,-0.003098117230549518,0.02710884363990773
2019-10-31,0.00197089295197556,0.0049435000985683375,-0.00038739964500802623,0.003123915894872705,0.0034368354504543713,-0.0004147669675630102,0.014918502604423012
2019-11-30,-0.007291178353282196,-0.003216411026220935,-0.009363220290691575,-0.004746325177431622,-0.005998440621899193,-0.005849688313514557,0.0457012569257018
2019-12-31,0.012874368223669294,0.01305338290153647,0.009930308605031808,0.019281982962195347,0.01536781448891715,0.0128828785680611,-0.026936568367697138
2020-01-31,0.0008221210309082083,-0.0009855860433691352,-0.0017667640775720216,0.003614278662513787,0.006201872292089423,-0.002922207406336071,-0.10564958498156056
2020-02-29,0.015155183211537422,0.027639659594214473,0.020394712169903073,0.008854253890984213,0.024834535347024754,0.00955207615173322,-0.1885925113046582
2020-03-31,-0.00041571959223601733,-0.014446519814765838,-0.0021008172578152705,0.04483951230898535,-0.012018290844379454,0.042421811938595316,0.1593038559800615
2020-04-30,-0.005919091321631084,-0.0010687301276764713,-0.000818753751725439,0.00819186216551698,0.003178590752218634,0.004978559052953675,0.06516007342790976
2020-05-31,0.006482964930512786,0.010411547494912484,0.009315416813483477,-0.0026105673113835984,-0.003302547491237085,-0.013580490153145549,0.04924374645400428
2020-06-30,-0.0068216525364557835,-0.0054462680765813894,0.002217029547283549,-0.01879522810361113,-0.0019319142530913776,-0.011531822493143565,0.037826637449710494
2020-07-31,0.014796495290800274,0.013777336739581215,0.014928660031071324,0.011500738057520209,0.0018329878163424775,0.011254354497044409,0.07448117307356288
2020-08-31,-0.004268421216773415,-0.0006864573829709997,-0.004729747439520522,0.0126864297089924,0.0006354708038347155,0.013959283489799905,0.003715854959299443
2020-09-30,-0.007880966816603729,-0.0050936262884139685,-0.008915187081689688,-0.010393261869866964,-0.008989918568312326,-0.012312609830272278,-0.011082338945879726
2020-10-31,0.02436658597615662,0.01886666334826396,0.03753688013481165,-0.020617120246182234,0.0022178420174131506,-0.002044048125675378,0.14430016676924043
2020-11-30,0.0008510134432766726,-0.006948686170351077,0.007714262355626122,0.0026647948756305887,0.0010072226620558011,0.005618927280829713,0.07477320683158281
2020-12-31,0.02952588101659294,0.025909419086959155,0.035453980873017994,0.00988739300008798,0.013679812006022038,0.015540085058291776,0.025888944090207998
2021-01-31,0.022855839300357166,0.022664899160246388,0.022194501812459605,0.031147197263770007,0.02151585296502731,0.026650891208148966,0.048942169259376764
2021-02-28,-0.022085154298960484,-0.018982601896011767,-0.025971932637474222,-0.012859621340190997,-0.011807883255764883,-0.014409447352068564,0.020867150653019962
2021-03-31,-0.00876093085819646,-0.011461136747513393,-0.007576320782830938,-0.0038773433295137753,-0.00824480976556391,-0.00382838768926786,0.027843422610300626
2021-04-30,0.009564585303646605,0.012854496098116407,0.00518198597191743,0.020948375556256657,0.021215281344833737,0.01774981886313632,0.02465717581274743
2021-05-31,0.011473066104685563,0.010117719880723358,0.01311492210558542,0.008261332743569251,0.005583852414111363,0.008895169046811351,0.010854874941998298
2021-06-30,-0.025659829991707045,-0.020749268451308943,-0.028682102451138242,-0.00966855843596808,-0.005965165582494034,-0.008931163138920652,-0.011483600572736096
2021-07-31,-0.00198238144659563,-0.0026358253886468322,-0.0007790620477225122,-0.0033079779122368626,-0.0026485177347608233,-0.002813395982340063,0.013530609119207185
2021-08-31,0.003117375059238552,0.003470631700118316,-0.0002795531409510504,0.0022894602122282004,0.00905194132402002,-0.001632951191838404,-0.012594003248138896
2021-09-30,-0.0019481895380192278,-0.0013901931482127657,-0.0011383427718717975,-0.0001642759754126714,-0.00038856377125340985,0.0017122102825244921,0.01013400064064735
2021-10-31,-0.0174918133759639,-0.013306141444407458,-0.018956738893958686,-0.0015686265494891938,-0.00036203205929939176,-0.002928314410734604,-0.05595223246932318
2021-11-30,-0.01751973734754843,-0.013090754392683524,-0.02123584453158234,-0.019219722744277176,-0.021759066731790122,-0.017929461058181006,0.032077542636775376
2021-12-31,-0.032827167854744405,-0.028936403258235113,-0.033067975975475415,-0.025317421314977967,-0.014925291606870804,-0.02023830992815619,-0.069587324542871
2022-01-31,-0.000615183376945482,-0.000905079902105413,-0.0014207395834382399,-0.0003034759412943195,-0.0023818387401350434,-0.0012158409941323708,-0.006300360137390575
2022-02-28,0.009579854666721729,0.009619424755848253,0.011116522667034483,0.009580522788721787,0.009526230155601802,0.016192641503171845,0.016433805509178813
2022-03-31,-0.02498143088537867,-0.017322693333029514,-0.020502099697534096,6.525277347937432e-05,-0.0029848982271961063,0.004636484437114155,-0.06894736408101405
2022-04-30,0.010395437213781044,0.00722517661169454,0.008471232364546803,0.00474436507258218,3.727284978134217e-06,0.005091753789360014,-0.01741941134318291
2022-05-31,-0.002625183687950063,-0.002075369119153821,0.002909460855781431,-0.01596869046850501,-0.0064241393272783855,-0.014187266938968376,-0.09829889503580973
2022-06-30,-0.020844370483286558,-0.015505555036502723,-0.0249906569859972,-0.0008381803478314498,-0.0010660974688371091,0.00038737494960039247,0.06422417866050502
2022-07-31,0.0053195464613721745,0.005590661765876682,0.0038945252644968474,0.006610269592276398,0.00468718881651935,0.005630316969675537,-0.011887218855069466
2022-08-31,0.0035562395990574123,0.008524305767227692,0.01189763959683572,-0.013324406527113818,6.928422083881877e-05,-0.011777690735858435,-0.10748543931883377
2022-09-30,0.00014976989605214796,0.00013011058385774656,-0.003387227678347188,0.00647618858037159,0.011116523684052509,0.0055111194288010945,0.03521618253690372
2022-10-31,0.0026034654788494385,0.007133845628214942,0.0017698868060034238,7.35729441039279e-05,0.002612456216899389,0.0020063294227896807,0.0697694964859242
2022-11-30,0.010127838008750684,0.0025785222260968277,0.012106592283584097,0.0011248298357683854,0.004500099212799359,-0.0027648480442454253,-0.017530959321993767
2022-12-31,-0.0012394923807746393,0.004497012180199754,-0.00802191452936481,0.014219691098672972,0.0021020775130689093,0.01766899765699826,0.0778166227982768
2023-01-31,0.014087728678736838,0.01186649269751093,0.014651504865202931,0.0046009609767561875,0.005954980572902767,0.003385359197981285,-0.03959030044231531
2023-02-28,0.008353494655752667,0.006804215845306783,0.006486809233398033,0.005679418665268766,0.0018134542176982177,0.006707168371699056,-0.011365223180502867
2023-03-31,0.0008011130701268811,-0.005798045202294854,0.002377820923963621,-0.0025281157574428407,-0.003818377728401205,-0.0007505648199552404,8.150529606299861e-05
2023-04-30,-0.012394026832712755,-0.006862318684072996,-0.014504868309171033,-0.0019839632724818635,-0.003668805954760583,-0.002927200874905617,-0.010660986851783405
2023-05-31,-0.0013603688512833952,0.000308519748683264,-0.0023466426649822445,-0.00015105680108173057,-0.00040788575412672263,-0.0007162723312023767,0.04015960213962226
2023-06-30,-0.0018255981318394086,-0.0038776263039770314,-0.0006184793463260667,-0.002888925742254399,-0.003226746017958545,-0.0013108157557932005,0.033756272896212074
2023-07-31,0.019035263450576576,0.015592453365680688,0.01966044169234587,0.02423541309520091,0.0161862688566118,0.023132217661547962,-0.030348797538035804
2023-08-31,0.01926459146355866,0.009869270038216383,0.02088976249906138,0.0021728849394261397,-0.0014345221359292604,0.0018363501754670181,-0.045632262941424064
2023-09-30,0.020548214105269205,0.015618864160661928,0.022748534953144144,0.009543457441212549,0.006818725092812206,0.00798508513035915,-0.06350153685112689
2023-10-31,-0.010515315501501733,-0.01019516593630539,-0.01013471143059545,0.004130406784118025,-0.002418434983149167,0.002546002351152366,0.08146924681393222
2023-11-30,-0.014113758682794696,-0.014535815748600652,-0.013400780715285634,-0.007416713891899917,-0.011068280411663897,-0.010549559367905756,0.06860222206960043
2023-12-31,0.022459788717978487,0.02940514340485272,0.02144367819998644,0.030049373632828773,0.02873428810994824,0.028316435007573023,-0.01328492101108642
2024-01-31,-0.015753909118737495,-0.014353163945033214,-0.016915119086263558,-0.0038320220505123717,-0.005425689093626229,-0.005753885251796782,0.010119575980886315
2024-02-29,0.009077156564670012,0.00482196739388506,0.009059324061374248,-0.004863306951546198,0.004120097587235769,-0.0036899413983466833,0.008007304171233015
2024-03-31,0.012812296201038428,0.009956847862269714,0.013150535667240037,0.03290612438646329,0.021957741677290005,0.03254241506401585,-0.02722357328191461
2024-04-30,0.00013396746318846287,-0.0008192704008795207,0.0008379627828667669,-0.0015339673971840793,0.0011672384030012315,-0.002266279443409348,0.015190803417551605
2024-05-31,0.014066641754632653,0.011568567829737983,0.009372783151437624,0.023901331341610443,0.013216854345171059,0.019962185652627855,-0.0041000641719934035
2024-06-30,0.01166043389416735,0.009130763066443358,0.012978549304797783,0.01896458208193897,0.020181224463828203,0.014062253964821213,0.04337048587397817
2024-07-31,0.013078744422203192,0.011846280340373865,0.012044073338743515,0.007881892804911188,0.009057150895419992,0.009012398619650752,-0.0024646427868305057
2024-08-31,-0.0003346784041534518,0.001218248161296179,0.001859410079478435,0.0007522309891141393,0.0004471300586894951,0.001355268430514262,0.010576241155498843
2024-09-30,-0.004920803627269745,-0.004759317281237351,-0.005952798849345331,-0.0025461658112800323,-9.826608192726007e-05,-0.005043919787784358,-0.04313104956355683
2024-10-31,-0.020957206080462885,-0.015663283710552166,-0.015229005986124023,-0.027790909037971122,0.008616435650053534,-0.02839269962488656,0.024647584586594343
2024-11-30,0.0007423267498473337,0.0023666404095387334,-0.0015293584799839573,6.313164817559492e-05,0.0010789697938824228,0.0002969459900522796,-0.03351402150880591
